region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,loan_to_income,high_dti_flag,low_credit_score_flag,high_utilization_flag,recent_delinquency_flag,short_employment_flag,actual_default,predicted_pd,risk_segment
Quebec,Self-employed,Debt consolidation,Own,162344.93,22384.02,0.2336,727.0,0.3855,0,2,5.1,0.9,23.4,9,0.13787939050514236,0,0,0,1,1,0,0.019227007044740813,Medium Risk
Quebec,Employed,Education,Own,54769.08,65327.55,0.239,671.0,0.5011,0,2,14.6,4.5,10.6,5,1.192781584061664,0,0,0,0,0,0,0.030147414849725513,High Risk
Quebec,Employed,Personal,Rent,63582.03,85000.0,0.05,632.0,0.2264,1,1,19.1,1.1,17.8,9,1.3368557122193174,0,0,0,0,1,0,0.028623659841040757,Medium Risk
Alberta,Employed,Personal,Rent,55820.3,24770.6,0.2147,,0.0732,1,0,18.4,2.8,28.0,5,0.44375612456400265,0,0,0,0,0,0,0.013705007651752086,Low Risk
Other,Employed,Personal,Rent,105325.3,28416.64,0.05,,0.2553,2,1,6.3,0.2,83.8,2,0.2697988042758957,0,0,0,1,1,1,0.025137149992265666,Medium Risk
Ontario,Employed,Education,Own,72775.75,27162.74,0.4226,746.0,0.4107,3,3,12.3,24.0,112.6,8,0.3732388879537484,0,0,0,0,0,0,0.020563727962283375,Medium Risk
Ontario,Employed,Auto,Mortgage,68456.61,33746.71,0.4533,711.0,0.4526,1,2,16.2,8.3,300.0,8,0.4929649598482893,1,0,0,0,0,0,0.015504097596546692,Low Risk
Alberta,Self-employed,Education,Mortgage,114918.78,23478.37,0.1984,596.0,0.5439,1,3,28.6,8.1,80.2,4,0.20430403107307613,0,1,0,0,0,0,0.03868205350138946,High Risk
Quebec,Self-employed,Personal,Mortgage,72032.27,76231.36,0.3357,699.0,0.5141,0,1,0.1,4.0,58.7,9,1.0582945671433095,0,0,0,1,0,0,0.02765254952511759,Medium Risk
British Columbia,Employed,Personal,Mortgage,86941.18,37136.6,0.05,824.0,0.393,0,2,45.0,3.2,36.1,4,0.4271462614149015,0,0,0,0,0,0,0.002249706424684114,Very Low Risk
Ontario,Employed,Personal,Mortgage,51109.82,18847.48,0.1052,668.0,0.2682,1,2,5.2,1.2,130.6,5,0.3687643587866285,0,0,0,1,1,0,0.008999365269822675,Very Low Risk
Ontario,Employed,Debt consolidation,Other,41058.5,24607.89,0.1665,620.0,0.1926,1,1,72.8,0.6,19.6,4,0.59933728704166,0,0,0,0,1,0,0.005238226421150182,Very Low Risk
Ontario,Self-employed,Auto,Mortgage,117660.29,29169.56,0.2856,697.0,0.1091,2,3,12.9,10.6,6.5,8,0.2479133784218958,0,0,0,0,0,0,0.01652771178842306,Low Risk
Quebec,Employed,Auto,Rent,41146.24,28394.41,0.3525,591.0,0.6331,1,1,17.2,5.7,97.3,7,0.6900851693860728,0,1,0,0,0,0,0.07057862646278174,Very High Risk
Ontario,Employed,Auto,Rent,51209.72,29802.13,0.2097,762.0,0.2401,0,1,11.4,1.7,114.7,7,0.5819623696438879,0,0,0,1,1,0,0.006390268347403431,Very Low Risk
Quebec,Self-employed,Education,Other,90244.02,26949.06,0.0817,692.0,0.2619,1,2,33.9,6.2,39.1,7,0.29862432990019727,0,0,0,0,0,0,0.011578846613286474,Low Risk
British Columbia,Employed,Debt consolidation,Own,67564.3,25137.44,0.2093,692.0,0.5275,1,2,59.0,2.6,36.6,6,0.37205210443977066,0,0,0,0,0,0,0.008696120205079053,Very Low Risk
Ontario,Employed,Auto,Rent,84940.84,35303.74,0.0924,587.0,0.5358,2,4,1.8,5.3,51.3,8,0.415627394313501,0,1,0,1,0,0,0.11533943162885957,Very High Risk
Alberta,Employed,Auto,Own,91321.2,23158.83,0.3755,737.0,0.3042,0,1,17.5,19.7,10.5,9,0.25359752171456357,0,0,0,0,0,0,0.007167879212264837,Very Low Risk
Other,Part-time,Home improvement,Rent,88648.88,19945.86,0.0792,766.0,0.421,0,2,96.0,5.9,44.9,6,0.22499844329674554,0,0,0,0,0,0,0.001484884961334979,Very Low Risk
Ontario,Employed,Education,Mortgage,66835.62,15311.27,0.3293,728.0,0.1238,1,3,8.6,0.9,35.5,6,0.2290884710877224,0,0,0,1,1,0,0.015057283934460023,Low Risk
Alberta,Employed,Debt consolidation,Other,99781.84,42223.89,0.3127,646.0,0.6636,2,2,0.3,1.7,19.0,11,0.42316207037272513,0,0,0,1,1,0,0.2539626883889765,Very High Risk
British Columbia,Employed,Personal,Other,69973.52,17649.78,0.489,808.0,0.6696,2,1,20.2,5.3,18.4,6,0.25223513123250046,1,0,0,0,0,0,0.04251145844919757,High Risk
Ontario,Self-employed,Personal,Other,79838.2,24076.68,0.2849,813.0,0.5342,0,1,57.4,0.4,40.1,10,0.30156842213376556,0,0,0,0,1,0,0.00397460752807228,Very Low Risk
Other,Employed,Auto,Mortgage,69470.44,27682.97,0.3568,611.0,0.2366,1,0,54.4,10.5,79.4,9,0.3984856004942534,0,1,0,0,0,0,0.005836737866033473,Very Low Risk
Ontario,Employed,Education,Rent,45703.88,25166.45,0.1513,607.0,0.2499,0,1,12.8,3.1,56.2,4,0.5506414335063019,0,1,0,0,0,0,0.01896208456727789,Medium Risk
Alberta,Employed,Education,Own,66750.42,12178.84,0.2136,573.0,0.3263,1,3,12.5,8.1,134.2,7,0.1824533838139146,0,1,0,0,0,0,0.036015177260195985,High Risk
Ontario,Self-employed,Education,Rent,77480.83,18309.95,0.2846,638.0,0.232,2,1,8.2,0.0,15.5,4,0.23631587322954595,0,0,0,1,1,0,0.03849752809071921,High Risk
British Columbia,Unemployed,Education,Rent,43302.72,16783.49,0.3672,741.0,0.3665,0,5,52.2,2.4,5.6,6,0.3875851216736501,0,0,0,0,0,0,0.027082414364485653,Medium Risk
Ontario,Self-employed,Education,Own,72080.66,45023.95,0.2266,679.0,0.3097,2,1,1.8,4.1,59.0,7,0.6246328765580115,0,0,0,1,0,0,0.021646464523129582,Medium Risk
Other,Employed,Home improvement,Mortgage,54757.99,19163.42,0.2201,706.0,0.7231,0,0,25.1,6.4,193.5,3,0.3499657310284764,0,0,1,0,0,0,0.0046199473850878576,Very Low Risk
Ontario,Part-time,Home improvement,Rent,45812.98,25570.18,0.2657,638.0,0.555,0,0,13.2,0.9,56.7,7,0.5581426923112183,0,0,0,0,1,1,0.026895393859125198,Medium Risk
Quebec,Self-employed,Home improvement,Own,79482.7,36640.95,0.0639,651.0,0.3218,1,1,49.5,1.9,20.6,6,0.4609927694957519,0,0,0,0,1,0,0.006595261017453038,Very Low Risk
Ontario,Employed,Personal,Rent,40626.12,22095.21,0.05,751.0,0.2424,2,1,17.0,0.3,63.9,9,0.5438670983101511,0,0,0,0,1,0,0.010942789111021483,Low Risk
Ontario,Self-employed,Auto,Rent,76400.2,47172.85,0.1195,666.0,0.7018,0,2,8.5,1.0,6.5,2,0.6174440642825543,0,0,1,1,1,0,0.02392844646642974,Medium Risk
Other,Employed,Personal,Other,78994.41,26059.22,0.1126,595.0,0.2285,0,0,17.2,16.9,49.9,13,0.3298868869328855,0,1,0,0,0,0,0.007315548198920532,Very Low Risk
Quebec,Part-time,Auto,Own,69017.37,37899.98,0.3529,639.0,0.519,1,1,4.7,14.6,159.1,7,0.5491368332348799,0,0,0,1,0,0,0.020078073181543955,Medium Risk
Ontario,Part-time,Debt consolidation,Rent,83376.42,20613.31,0.102,653.0,0.3332,2,1,11.1,4.9,3.0,5,0.2472318912229621,0,0,0,1,0,0,0.034471986032091395,High Risk
Quebec,Employed,Debt consolidation,Other,96003.3,21533.32,0.05,692.0,0.2982,1,3,,0.4,82.7,3,0.22429770643300803,0,0,0,0,1,0,0.037331464317832026,High Risk
Ontario,Employed,Education,Own,74290.67,71879.44,0.2353,758.0,0.5141,0,0,96.0,0.3,27.7,7,0.9675432998517849,0,0,0,0,1,0,0.001851796628352532,Very Low Risk
British Columbia,Unemployed,Home improvement,Mortgage,73203.04,39836.48,0.2848,743.0,0.0285,2,1,12.6,3.4,82.4,6,0.5441916073430831,0,0,0,0,0,0,0.018315894564527396,Medium Risk
British Columbia,Employed,Auto,Own,128784.72,61137.93,0.494,695.0,0.159,1,3,1.0,3.3,16.4,4,0.4747296884288757,1,0,0,1,0,0,0.04910935588979161,High Risk
Alberta,Part-time,Personal,Own,71553.28,47735.33,0.3164,655.0,0.646,0,2,14.5,0.6,8.1,5,0.667129864626751,0,0,0,0,1,0,0.061963766213109915,Very High Risk
Ontario,Employed,Personal,Own,51577.97,32134.18,0.3769,702.0,0.4747,2,1,64.8,12.1,19.9,2,0.6230214178650304,0,0,0,0,0,0,0.004860384584877473,Very Low Risk
Ontario,Part-time,Auto,Rent,66933.61,25582.39,0.3873,763.0,0.4565,1,0,13.7,0.3,5.9,10,0.38220544207909896,0,0,0,0,1,0,0.03209926992973613,High Risk
Quebec,Employed,Debt consolidation,Mortgage,123756.63,54727.02,0.3836,530.0,0.1598,0,3,3.4,1.1,93.9,7,0.4422148534587601,0,1,0,1,1,0,0.08495023914321537,Very High Risk
Ontario,Employed,Debt consolidation,Rent,46782.81,56431.82,0.2615,758.0,0.2256,1,2,2.9,0.7,58.3,6,1.2062511849972244,0,0,0,1,1,0,0.024170430062963447,Medium Risk
Ontario,Part-time,Auto,Mortgage,105624.55,25925.05,0.2615,742.0,0.2897,0,2,52.6,17.3,26.9,9,0.24544530603917364,0,0,0,0,0,0,0.0019678771141359097,Very Low Risk
Quebec,Employed,Auto,Mortgage,40163.33,25921.07,0.4068,561.0,0.3304,0,0,64.5,2.1,12.0,6,0.645391455339983,0,1,0,0,0,0,0.007562320791976428,Very Low Risk
Ontario,Employed,Personal,Rent,74486.49,43305.89,0.1121,701.0,0.3865,0,1,29.3,6.1,11.5,6,0.5813925451447638,0,0,0,0,0,0,0.008979693156719497,Very Low Risk
Ontario,Part-time,Debt consolidation,Mortgage,35173.99,16635.88,0.245,647.0,0.6362,1,1,15.1,18.3,36.8,3,0.4729597068743126,0,0,0,0,0,0,0.019233748253862672,Medium Risk
Alberta,Employed,Auto,Own,68935.92,35393.55,0.2163,713.0,0.433,1,2,4.5,3.6,7.1,8,0.5134268172528923,0,0,0,1,0,0,0.03133775298359945,High Risk
Quebec,Employed,Auto,Mortgage,89549.04,32777.63,0.1798,749.0,0.668,1,3,12.0,0.1,74.9,7,0.36602994292289454,0,0,0,0,1,0,0.05149080840259378,Very High Risk
Ontario,Employed,Auto,Own,44072.05,37634.46,0.1048,762.0,0.2578,1,1,4.9,8.8,50.9,6,0.8539303254557026,0,0,0,1,0,0,0.004295741681058222,Very Low Risk
Ontario,Employed,Debt consolidation,Rent,49101.0,19244.5,0.2147,760.0,0.3199,1,2,33.1,0.5,26.9,6,0.39193702775910877,0,0,0,0,1,0,0.01741628174437983,Low Risk
British Columbia,Unemployed,Education,Rent,67628.94,12197.8,0.3026,611.0,0.7679,1,1,3.0,2.9,60.9,8,0.18036361356543515,0,1,1,1,0,0,0.08833157493033357,Very High Risk
Alberta,Self-employed,Personal,Rent,94918.62,22594.78,0.405,623.0,0.2297,0,3,8.7,3.4,5.9,8,0.2380437052287528,0,0,0,1,0,0,0.03933074184498079,High Risk
Alberta,Part-time,Home improvement,Rent,61756.11,50824.72,0.424,576.0,0.7859,1,2,19.7,1.3,38.2,7,0.8229909558746495,0,1,1,0,1,0,0.14472349695082953,Very High Risk
Ontario,Employed,Debt consolidation,Rent,119424.88,22208.01,0.3319,619.0,0.3659,1,1,8.4,3.9,32.4,12,0.1859579846343576,0,1,0,1,0,0,0.051111102968468256,Very High Risk
British Columbia,Employed,Education,Rent,68191.95,21360.53,0.2771,713.0,0.1579,0,2,10.0,3.4,208.1,3,0.3132412256871962,0,0,0,1,0,0,0.006875738437862852,Very Low Risk
Ontario,Employed,Education,Rent,119854.8,29697.54,0.4427,614.0,0.3743,0,2,14.8,8.8,194.9,9,0.24777931296869213,0,1,0,0,0,0,0.02991327864912076,High Risk
Quebec,Employed,Debt consolidation,Rent,56860.44,51309.81,0.4345,755.0,0.3497,0,1,15.9,13.3,22.1,8,0.902381515162387,0,0,0,0,0,0,0.023218423753965215,Medium Risk
Ontario,Employed,Home improvement,Rent,103906.09,24504.64,0.1682,666.0,0.2558,1,3,11.9,1.8,127.2,5,0.23583449247296284,0,0,0,1,1,0,0.01906641061377366,Medium Risk
Ontario,Employed,Debt consolidation,Rent,69988.76,46629.91,0.4283,617.0,0.8029,1,0,28.8,0.9,154.9,9,0.6662485519103354,0,1,1,0,1,0,0.05156082373713807,Very High Risk
Ontario,Employed,Personal,Rent,127217.71,32353.26,0.2613,720.0,0.4248,0,3,3.9,6.3,8.2,2,0.25431412025888533,0,0,0,1,0,0,0.0253098460159849,Medium Risk
British Columbia,Self-employed,Debt consolidation,Rent,103745.99,29259.54,0.4634,682.0,0.6643,1,1,55.0,10.1,130.8,5,0.28203056330177195,1,0,0,0,0,0,0.019375601867397632,Medium Risk
Ontario,Part-time,Debt consolidation,Rent,60798.23,34695.52,0.2387,662.0,0.4685,0,5,1.5,0.1,54.1,14,0.5706666131563368,0,0,0,1,1,0,0.08253205892058417,Very High Risk
British Columbia,Unemployed,Home improvement,Rent,220000.0,53557.86,0.3746,748.0,0.1057,0,1,57.0,4.2,39.1,6,0.24344481818181818,0,0,0,0,0,0,0.007691920513319992,Very Low Risk
Alberta,Self-employed,Debt consolidation,Mortgage,74066.8,18445.12,0.3967,850.0,0.2634,2,2,29.6,1.0,88.6,1,0.24903357509707452,0,0,0,0,1,0,0.01856676259434281,Medium Risk
Alberta,Employed,Debt consolidation,Other,72871.55,18999.16,0.2408,588.0,0.1936,3,2,51.9,2.2,151.8,13,0.2607212279689399,0,1,0,0,0,0,0.03636427039224059,High Risk
British Columbia,Employed,Personal,Rent,81825.03,12680.51,0.1602,585.0,0.2399,1,0,5.1,1.4,13.7,6,0.15497104003506018,0,1,0,1,1,0,0.0193779324678874,Medium Risk
Ontario,Employed,Auto,Rent,154853.9,15435.85,0.4243,600.0,0.1014,1,2,25.5,12.7,13.7,6,0.09968008555160704,0,1,0,0,0,0,0.018365644912405606,Medium Risk
Quebec,Part-time,Personal,Rent,51788.23,21135.64,0.265,767.0,0.1843,2,1,18.1,0.7,5.3,5,0.40811667052532974,0,0,0,0,1,0,0.023851458261399675,Medium Risk
Ontario,Employed,Personal,Mortgage,89207.05,32381.85,0.2443,701.0,0.4222,0,0,12.6,7.6,23.8,8,0.36299653446672653,0,0,0,0,0,0,0.008778537451233501,Very Low Risk
Ontario,Employed,Personal,Rent,106484.03,23094.07,0.1166,717.0,0.5245,1,3,18.0,14.3,38.1,7,0.2168782492548413,0,0,0,0,0,0,0.01709530137078253,Low Risk
Quebec,Employed,Debt consolidation,Own,76689.39,23739.2,0.2111,741.0,0.3998,0,0,18.6,,4.2,5,0.30954999120478077,0,0,0,0,0,0,0.013185079118883085,Low Risk
Other,Employed,Auto,Rent,54640.11,77137.6,0.5208,825.0,0.2785,0,2,1.3,0.8,54.3,7,1.4117394712419138,1,0,0,1,1,0,0.03686824139276193,High Risk
Alberta,Part-time,Debt consolidation,Mortgage,47167.46,32762.61,0.7542,646.0,0.5936,0,2,25.9,5.0,300.0,7,0.6946019565183286,1,0,0,0,0,0,0.053333167705536415,Very High Risk
Other,Self-employed,Auto,Own,78549.11,28198.59,0.1835,613.0,0.1206,2,2,7.0,8.4,42.0,8,0.35899311908180753,0,1,0,1,0,0,0.019724042079218154,Medium Risk
Ontario,Employed,Debt consolidation,Rent,39921.34,20262.57,0.3533,758.0,0.3459,1,0,9.8,6.6,51.6,3,0.5075623714033648,0,0,0,1,0,0,0.015168598826598946,Low Risk
Quebec,Employed,Auto,Mortgage,49458.48,22686.96,0.5131,603.0,0.6603,0,0,10.6,10.9,8.4,13,0.45870718226682256,1,1,0,1,0,0,0.042631616014861144,High Risk
Alberta,Employed,Education,Mortgage,68852.47,25164.4,0.1842,809.0,0.4338,0,2,0.2,11.7,9.2,5,0.3654828940777288,0,0,0,1,0,0,0.011798114385155852,Low Risk
British Columbia,Part-time,Debt consolidation,Rent,132543.04,28388.96,0.4648,536.0,0.2141,1,3,32.1,19.2,19.1,8,0.21418672757166274,1,1,0,0,0,0,0.044289665729886345,High Risk
Ontario,Employed,Personal,Own,90672.09,14829.31,0.1824,698.0,0.2774,1,2,21.8,4.6,5.4,7,0.16354878331358635,0,0,0,0,0,0,0.009024651249546245,Very Low Risk
Ontario,Employed,Auto,Rent,64608.49,26710.63,0.1689,707.0,0.6395,0,3,6.3,7.4,3.0,6,0.4134229108279733,0,0,0,1,0,0,0.03100619732224331,High Risk
Quebec,Part-time,Home improvement,Rent,62078.37,33480.67,0.3029,653.0,0.5852,1,1,0.3,5.0,4.5,3,0.5393290771004458,0,0,0,1,0,0,0.07605845618822053,Very High Risk
Other,Self-employed,Education,Rent,56782.73,14582.02,0.5542,734.0,0.3729,0,0,3.0,7.8,10.0,5,0.2568037852354052,1,0,0,1,0,0,0.029307218415013884,High Risk
Other,Part-time,Auto,Rent,55534.95,29849.87,0.4797,578.0,0.5884,1,2,17.3,3.4,19.7,9,0.5374970176438442,1,1,0,0,0,1,0.18450944749861842,Very High Risk
Alberta,Part-time,Education,Rent,68298.28,60267.68,0.2131,658.0,0.2298,2,2,3.6,2.0,58.1,8,0.8824187080553126,0,0,0,1,0,0,0.07607118529393142,Very High Risk
Ontario,Part-time,Auto,Own,160393.96,10451.5,0.2279,607.0,0.6671,1,4,29.3,0.6,132.5,7,0.06516143126586563,0,1,0,0,1,0,0.03644732238708834,High Risk
Ontario,Part-time,Debt consolidation,Other,59877.9,15900.09,0.2356,,0.3284,2,2,0.6,3.9,32.2,7,0.26554187772116256,0,0,0,1,0,0,0.05098422698814026,Very High Risk
Alberta,Self-employed,Education,Mortgage,59199.04,54621.38,0.05,679.0,0.773,2,0,41.3,6.9,41.1,5,0.9226734082174305,0,0,1,0,0,0,0.011164772394013867,Low Risk
Ontario,Employed,Personal,Rent,56558.83,36765.66,0.5849,646.0,0.5562,0,0,29.5,3.9,120.1,9,0.65004279614695,1,0,0,0,0,0,0.027055691628326384,Medium Risk
Ontario,Employed,Debt consolidation,Rent,48307.59,12933.28,0.3798,655.0,0.2126,0,1,14.3,3.7,64.4,9,0.26772770076089497,0,0,0,0,0,0,0.02170520634851452,Medium Risk
Quebec,Employed,Debt consolidation,Mortgage,66280.55,26641.78,0.4998,675.0,0.4214,0,3,17.6,19.1,88.7,3,0.4019547212568393,1,0,0,0,0,0,0.02895206230794235,High Risk
Ontario,Employed,Education,Rent,104240.65,16184.4,0.4814,752.0,0.5704,2,2,5.8,0.8,62.9,15,0.1552599681602139,1,0,0,1,1,0,0.09087095137221728,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,60068.38,35725.34,0.3628,705.0,0.2628,1,2,13.4,7.8,49.0,7,0.5947445228254865,0,0,0,0,0,0,0.021338641772092045,Medium Risk
Ontario,Part-time,Home improvement,Rent,48305.81,24694.44,0.3738,723.0,0.1063,2,0,96.0,2.4,16.7,5,0.5112105562457187,0,0,0,0,0,0,0.002034193499019451,Very Low Risk
British Columbia,Self-employed,Debt consolidation,Mortgage,62982.42,46855.29,0.2775,714.0,0.3489,0,1,49.9,3.6,8.0,13,0.7439423572482607,0,0,0,0,0,0,0.0048881898961113225,Very Low Risk
British Columbia,Employed,Debt consolidation,Rent,89484.58,69139.91,0.4017,668.0,0.6256,0,0,26.5,13.2,125.0,4,0.7726460804755412,0,0,0,0,0,0,0.0266029827110494,Medium Risk
British Columbia,Employed,Debt consolidation,Mortgage,54525.08,17978.64,0.2698,763.0,0.2753,1,0,2.3,0.7,190.8,8,0.32973156573085266,0,0,0,1,1,0,0.0073549530707712665,Very Low Risk
Quebec,Employed,Education,Other,69644.08,44528.81,0.4555,750.0,0.2752,1,1,3.6,5.9,20.7,9,0.6393768142245543,1,0,0,1,0,0,0.04268073784338972,High Risk
Ontario,Employed,Debt consolidation,Own,31470.06,26292.85,0.5907,711.0,0.7141,1,0,11.1,11.3,65.4,5,0.8354877620188839,1,0,1,1,0,0,0.014805881283945006,Low Risk
Quebec,Employed,Home improvement,Rent,50815.47,43651.2,0.21,746.0,0.0765,2,2,18.8,0.6,31.7,5,0.8590139971154452,0,0,0,0,1,0,0.02307544430966265,Medium Risk
Ontario,Self-employed,Auto,Rent,73339.47,33640.23,0.1512,777.0,0.4524,1,0,25.0,6.1,3.0,3,0.4586920249082793,0,0,0,0,0,0,0.010401834900293656,Low Risk
Other,Employed,Home improvement,Mortgage,81207.18,12922.48,0.2396,688.0,0.4243,1,2,42.7,2.8,9.9,6,0.15912977153005436,0,0,0,0,0,0,0.01303083273915279,Low Risk
Ontario,Employed,Personal,Rent,48647.6,14678.19,0.4532,679.0,0.2415,3,1,83.3,1.3,3.0,6,0.3017248538468496,1,0,0,0,1,0,0.011038347190716748,Low Risk
British Columbia,Employed,Debt consolidation,Mortgage,40174.14,18117.49,0.5136,652.0,0.2211,0,2,35.9,1.0,17.6,4,0.45097393497409033,1,0,0,0,1,0,0.01701129517088915,Low Risk
Ontario,Employed,Debt consolidation,Rent,129313.34,27061.91,0.4223,653.0,0.2982,2,1,5.1,7.9,5.5,7,0.20927392332453867,0,0,0,1,0,1,0.06043136180510399,Very High Risk
Ontario,Employed,Debt consolidation,Rent,93631.09,39358.6,0.05,684.0,0.906,0,2,70.8,10.7,17.9,3,0.4203582378459975,0,0,1,0,0,0,0.006508554049736263,Very Low Risk
Ontario,Employed,Debt consolidation,Mortgage,74848.52,21235.78,0.2928,727.0,0.4434,1,1,45.5,6.8,54.2,6,0.2837167655419238,0,0,0,0,0,0,0.008349748206687256,Very Low Risk
Quebec,Employed,Auto,Rent,85829.07,22812.24,0.4174,692.0,0.5996,2,3,2.1,4.0,61.3,7,0.26578687151101604,0,0,0,1,0,0,0.13631809828872965,Very High Risk
Ontario,Employed,Debt consolidation,Mortgage,107722.36,33923.95,0.5763,793.0,0.2334,1,4,22.2,0.6,93.2,4,0.3149202264042488,1,0,0,0,1,0,0.04241319824466068,High Risk
Quebec,Self-employed,Debt consolidation,Own,84124.87,27816.39,0.3387,665.0,0.1482,0,2,1.5,0.5,26.0,6,0.3306559641637485,0,0,0,1,1,0,0.024513783641488426,Medium Risk
Ontario,Self-employed,Personal,Rent,63390.99,25492.74,0.4827,659.0,0.1876,2,2,51.5,7.3,81.6,5,0.40215084194141787,1,0,0,0,0,0,0.013774718908299323,Low Risk
Quebec,Self-employed,Education,Rent,113483.13,32641.7,0.3989,662.0,0.3382,1,1,46.2,7.1,77.9,10,0.28763482290275216,0,0,0,0,0,0,0.0167513179962007,Low Risk
Other,Employed,Debt consolidation,Own,62908.27,36470.31,0.2944,650.0,0.3828,0,2,5.3,2.3,75.6,4,0.5797379263489522,0,0,0,1,0,0,0.030368716291425072,High Risk
Alberta,Employed,Debt consolidation,Rent,65899.44,34554.92,0.5165,549.0,0.2306,2,2,7.3,0.5,63.8,5,0.5243583253514749,1,1,0,1,1,0,0.2452504031254538,Very High Risk
Other,Part-time,Education,Own,86648.91,45292.82,0.3182,730.0,0.5631,1,4,20.0,2.4,40.5,8,0.522716558119427,0,0,0,0,0,0,0.06475495767578263,Very High Risk
Alberta,Part-time,Debt consolidation,Rent,52577.08,36534.47,0.5208,719.0,0.3017,0,1,24.2,9.0,37.0,12,0.6948744586043957,1,0,0,0,0,0,0.0339375845093929,High Risk
British Columbia,Employed,Auto,Rent,84227.72,18561.92,0.2157,681.0,0.1037,0,2,52.1,3.3,29.7,2,0.2203778043617944,0,0,0,0,0,0,0.0039426276764971966,Very Low Risk
Other,Employed,Debt consolidation,Mortgage,134187.11,10835.66,0.17,582.0,0.7115,0,0,86.2,16.2,196.1,4,0.0807503790788847,0,1,1,0,0,0,0.0011441928771468044,Very Low Risk
Ontario,Part-time,Personal,Mortgage,41978.48,12735.31,0.6537,590.0,0.431,1,3,16.1,2.8,40.2,7,0.3033771113198953,1,1,0,0,0,0,0.09159081046392306,Very High Risk
Ontario,Employed,Auto,Own,44153.2,23156.51,0.1679,633.0,0.6411,2,1,78.5,0.6,55.8,7,0.5244582499116712,0,0,0,0,1,0,0.0068064381550964085,Very Low Risk
Alberta,Part-time,Auto,Mortgage,60631.97,23197.57,0.3504,712.0,0.2833,2,2,82.6,0.2,35.9,2,0.3825963431503215,0,0,0,0,1,0,0.007490756241084016,Very Low Risk
Alberta,Self-employed,Debt consolidation,Rent,36665.39,19028.3,0.4129,648.0,0.4361,1,3,13.7,4.2,24.0,9,0.5189717060148549,0,0,0,0,0,0,0.09981610270155583,Very High Risk
Alberta,Part-time,Home improvement,Mortgage,78685.1,31787.37,0.1743,784.0,0.1868,0,1,37.3,0.5,16.6,10,0.4039820753865725,0,0,0,0,1,0,0.004920503904571006,Very Low Risk
Ontario,Employed,Debt consolidation,Own,68503.58,16647.13,0.05,748.0,0.6589,1,1,11.0,2.9,67.0,3,0.24301109518655814,0,0,0,1,0,0,0.015092993805293886,Low Risk
Ontario,Employed,Personal,Rent,55086.91,54446.31,0.2882,670.0,0.1591,3,2,16.5,6.4,105.5,6,0.9883711030442621,0,0,0,0,0,0,0.02988306899155393,High Risk
Alberta,Self-employed,Debt consolidation,Rent,92969.63,36765.07,0.3584,586.0,0.3678,0,3,16.1,1.0,9.8,9,0.3954524719523999,0,1,0,0,1,1,0.1323620746016494,Very High Risk
Ontario,Employed,Debt consolidation,Rent,90955.53,23922.48,0.4915,667.0,0.356,3,2,20.1,11.4,10.6,4,0.2630129251074674,1,0,0,0,0,0,0.1102949132768842,Very High Risk
Other,Self-employed,Debt consolidation,Rent,74933.37,21053.59,0.1222,601.0,0.8721,1,0,60.6,11.4,5.7,5,0.2809641418769769,0,1,1,0,0,0,0.01358688732811106,Low Risk
British Columbia,Self-employed,Debt consolidation,Own,62337.13,60553.97,0.3362,610.0,0.1032,0,1,3.6,4.4,53.2,8,0.9713948973910093,0,1,0,1,0,0,0.013906018066236992,Low Risk
Ontario,Employed,Home improvement,Own,57852.7,19312.89,0.3298,650.0,0.4618,2,3,13.4,4.3,17.1,3,0.3338286717819566,0,0,0,0,0,0,0.050283978574779696,High Risk
Ontario,Employed,Debt consolidation,Mortgage,67742.17,42842.06,0.3342,721.0,0.4702,0,3,9.4,6.2,20.2,2,0.6324282201175427,0,0,0,1,0,0,0.026747073390387184,Medium Risk
Alberta,Self-employed,Home improvement,Rent,50671.1,16197.0,0.3155,668.0,0.5422,1,4,33.6,2.3,30.4,4,0.31964966223350194,0,0,0,0,0,0,0.05888687378638561,Very High Risk
Ontario,Unemployed,Debt consolidation,Other,48789.53,20849.68,0.0903,496.0,0.3984,0,1,11.4,12.2,132.7,5,0.4273392262643235,0,1,0,1,0,0,0.03410504091717932,High Risk
Alberta,Employed,Auto,Rent,,42605.32,0.5494,766.0,0.3734,0,1,27.6,1.3,50.2,3,,1,0,0,0,1,0,0.04986199622173123,High Risk
Alberta,Employed,Personal,Mortgage,52649.9,28024.84,0.2225,608.0,0.035,2,3,12.1,2.5,6.7,3,0.5322866710098215,0,1,0,0,0,0,0.040804721692989786,High Risk
British Columbia,Employed,Education,Mortgage,63830.09,14422.8,0.3388,682.0,0.611,2,2,16.2,8.3,3.0,7,0.22595612821476516,0,0,0,0,0,0,0.041456180625112964,High Risk
British Columbia,Employed,Personal,Mortgage,65145.61,13826.74,0.1846,675.0,0.3894,1,0,6.7,2.0,16.1,10,0.21224361856462776,0,0,0,1,0,0,0.009505337270107593,Very Low Risk
