borrower_id,period,region,employment_status,loan_purpose,home_ownership,annual_income,loan_amount,debt_to_income,credit_score,credit_utilization,past_due_count,credit_inquiries,months_since_last_delinquency,employment_years,account_age_months,num_open_accounts,default
B000196,Development,Ontario,Employed,Home improvement,Mortgage,39986.14,36339.86,0.2662,647.0,0.3619,0,1,96.0,6.4,22.8,8,0
B000197,Development,Ontario,Employed,Debt consolidation,Own,46918.49,16066.46,0.1326,694.0,0.394,2,0,6.5,0.5,10.2,3,0
B000198,Development,British Columbia,Part-time,Personal,Mortgage,58584.68,36919.16,0.3842,549.0,0.4527,0,2,24.0,0.3,99.4,4,1
B000199,Development,British Columbia,Employed,Auto,Mortgage,71042.25,26247.51,0.5182,819.0,0.2426,4,1,4.4,7.3,87.0,5,0
B000200,Development,Ontario,Employed,Auto,Mortgage,61237.01,37294.27,0.3118,578.0,0.306,0,2,29.2,1.0,37.4,4,0
B000201,Development,Ontario,Employed,Debt consolidation,Rent,44183.73,22282.03,0.2003,638.0,0.5507,1,3,96.0,0.3,18.0,8,0
B000202,OOT,British Columbia,Employed,Personal,Own,96988.62,27578.03,0.3117,667.0,0.7035,2,2,16.3,0.2,102.0,8,0
B000203,Development,British Columbia,Part-time,Debt consolidation,Mortgage,108729.65,39662.65,0.1488,674.0,0.3539,0,2,14.5,0.1,59.3,6,0
B000204,Development,Alberta,Employed,Auto,Mortgage,58894.82,24815.45,0.2416,576.0,0.4799,2,1,40.3,1.5,96.3,9,0
B000205,Development,Ontario,Employed,Debt consolidation,Mortgage,62000.64,15029.22,0.0568,605.0,0.285,0,1,1.1,4.9,66.4,8,0
B000206,OOT,Ontario,Employed,Education,Rent,75737.98,22273.44,0.1081,697.0,0.3126,0,2,17.8,8.3,63.0,7,0
B000207,OOT,British Columbia,Self-employed,Home improvement,Rent,63713.48,15466.89,0.2276,663.0,0.4069,0,1,25.7,1.8,3.7,4,0
B000208,Development,Ontario,Employed,Debt consolidation,Mortgage,74545.31,18771.58,0.2148,632.0,0.4818,0,3,14.5,11.3,13.6,5,0
B000209,OOT,British Columbia,Employed,Home improvement,Mortgage,82896.5,85000.0,0.3273,637.0,0.2951,0,1,29.0,3.4,33.3,4,0
B000210,OOT,Alberta,Employed,Debt consolidation,Rent,56155.83,8389.04,0.5409,665.0,0.3986,2,1,8.6,9.2,134.1,4,0
B000211,Development,Alberta,Self-employed,Auto,Mortgage,106941.85,18472.54,0.3207,685.0,0.4013,1,2,37.3,0.1,78.3,5,0
B000212,Development,Ontario,Employed,Home improvement,Own,63902.24,29991.42,0.3997,687.0,0.4442,0,2,19.9,13.9,18.6,5,0
B000213,Development,Quebec,Employed,Debt consolidation,Other,44800.82,17407.28,0.5406,828.0,0.3102,1,2,25.9,5.0,18.8,6,0
B000214,Development,Quebec,Employed,Auto,Own,58795.69,18986.91,0.1747,676.0,0.1763,2,1,78.4,3.1,56.1,7,0
B000215,Development,Ontario,Employed,Home improvement,Mortgage,37355.78,41235.7,0.4897,643.0,0.1638,0,0,17.0,0.2,10.6,1,0
B000216,Development,Ontario,Employed,Personal,Mortgage,88663.31,27837.53,0.4351,649.0,0.2195,0,2,6.2,5.8,130.4,5,0
B000217,Development,Ontario,Employed,Personal,Own,106464.49,23193.59,0.5248,659.0,0.3457,1,0,30.8,1.1,6.7,8,0
B000218,Development,Quebec,Part-time,Auto,Mortgage,85087.85,18685.9,0.1813,664.0,0.4996,0,0,5.7,2.2,15.9,7,0
B000219,Development,Ontario,Employed,Education,Rent,41444.32,43575.43,0.4322,725.0,0.844,0,6,18.4,0.1,66.9,10,0
B000220,Development,Alberta,Unemployed,Debt consolidation,Mortgage,36614.47,14923.1,0.4136,617.0,0.2386,3,1,22.4,4.9,166.0,5,0
B000221,Development,British Columbia,Employed,Debt consolidation,Rent,83067.24,28624.11,0.1541,568.0,0.1872,0,3,21.3,3.0,6.3,4,0
B000222,OOT,Quebec,Employed,Home improvement,Mortgage,82309.82,33252.42,0.5215,759.0,0.489,1,1,8.2,0.9,31.9,4,0
B000223,OOT,British Columbia,Part-time,Home improvement,Own,160104.08,24483.04,0.0939,825.0,0.3098,1,1,43.0,0.5,36.1,4,0
B000224,Development,Ontario,Employed,Auto,Own,56093.87,26857.72,0.3833,615.0,0.5752,0,2,7.5,1.2,166.8,8,0
B000225,Development,British Columbia,Part-time,Auto,Rent,113856.42,29725.71,0.2323,740.0,0.1627,1,3,10.6,13.3,8.5,9,0
B000226,Development,Ontario,Employed,Auto,Own,66749.43,21283.74,0.2352,599.0,0.1672,3,0,0.2,7.7,33.8,9,0
B000227,Development,British Columbia,Unemployed,Debt consolidation,Own,68252.43,23833.96,0.0824,697.0,0.4389,0,1,28.3,0.6,57.5,7,0
B000228,OOT,Ontario,Unemployed,Personal,Mortgage,86362.86,25367.59,0.3501,695.0,0.8872,1,0,30.5,3.9,77.7,13,0
B000229,Development,British Columbia,Employed,Home improvement,Rent,77243.97,21203.13,0.4725,639.0,0.2083,2,1,58.9,7.5,8.7,8,0
B000230,Development,British Columbia,Employed,Debt consolidation,Mortgage,64854.85,51889.72,0.8075,631.0,0.6859,0,2,16.0,5.1,9.9,2,0
B000231,OOT,Ontario,Employed,Home improvement,Rent,57551.16,20304.72,0.2609,653.0,0.4963,0,2,8.6,10.5,93.7,6,0
B000232,Development,Quebec,Part-time,Auto,Rent,105676.8,22961.51,0.1409,799.0,0.2606,3,5,16.7,3.4,50.7,5,0
B000233,Development,Ontario,Employed,Auto,Own,64449.29,23348.62,0.3607,546.0,0.2948,2,2,24.2,6.9,64.5,10,0
B000234,Development,British Columbia,Employed,Personal,Rent,41176.72,32722.78,0.05,726.0,0.4884,1,1,70.9,0.3,35.2,8,0
B000235,Development,British Columbia,Employed,Home improvement,Rent,123060.58,53815.87,0.1899,584.0,0.5254,2,1,3.2,2.9,6.1,5,0
B000236,Development,Other,Employed,Debt consolidation,Own,36286.79,31183.36,0.4864,621.0,0.0899,1,0,11.3,2.1,13.2,6,0
B000237,Development,British Columbia,Part-time,Auto,Own,101811.75,36951.53,0.4634,690.0,0.8978,0,4,28.9,10.0,3.0,7,0
B000238,Development,Alberta,Employed,Debt consolidation,Own,46265.77,27924.57,0.1484,623.0,0.0991,0,2,1.7,15.0,122.7,7,0
B000239,Development,Other,Employed,Debt consolidation,Other,91368.16,35809.01,0.2913,465.0,0.5172,0,4,10.3,6.5,106.7,9,0
B000240,Development,British Columbia,Employed,Education,Own,122685.96,17444.71,0.4285,638.0,0.3089,3,5,29.9,12.8,22.6,4,0
B000241,Development,Ontario,Employed,Home improvement,Mortgage,63549.88,33581.42,0.3468,547.0,0.5173,0,1,8.3,0.3,22.4,9,0
B000242,Development,Alberta,Employed,Personal,Rent,50686.5,15968.11,0.2643,634.0,0.2726,1,0,10.0,8.1,24.9,4,0
B000243,OOT,Ontario,Employed,Personal,Rent,103551.41,15898.58,0.3338,692.0,0.2158,1,1,15.8,5.1,47.7,6,0
B000244,Development,Ontario,Part-time,Debt consolidation,Mortgage,76022.8,25381.97,0.0957,,0.096,0,3,36.5,5.6,87.4,4,0
B000245,Development,Other,Part-time,Personal,Mortgage,79227.47,38053.59,0.2404,680.0,0.5555,1,0,60.9,1.8,97.0,7,0
B000246,Development,British Columbia,Part-time,Personal,Mortgage,42985.85,67347.41,0.05,698.0,0.3963,1,2,34.0,11.4,16.0,5,0
B000247,Development,Alberta,Unemployed,Debt consolidation,Rent,65151.37,22671.11,0.353,628.0,0.4094,1,2,4.7,1.8,77.9,7,0
B000248,OOT,Ontario,Employed,Personal,Mortgage,49401.95,33545.68,0.2881,731.0,0.711,0,1,13.8,7.3,86.6,6,0
B000249,Development,Ontario,Employed,Debt consolidation,Rent,72091.46,36110.82,0.3383,805.0,0.255,1,3,29.5,0.4,71.5,5,0
B000250,OOT,British Columbia,Part-time,Debt consolidation,Rent,84358.15,17000.65,0.3372,643.0,0.8081,0,3,,,11.3,5,1
B000251,Development,British Columbia,Employed,Debt consolidation,Mortgage,90573.06,28424.09,0.196,731.0,0.4149,3,1,19.1,2.0,72.6,6,1
B000252,Development,Ontario,Self-employed,Home improvement,Rent,138733.06,38140.78,0.3617,676.0,0.59,3,3,0.5,4.4,19.4,1,0
B000253,Development,Quebec,Employed,Auto,Mortgage,69609.57,21802.39,0.0567,613.0,0.7204,0,1,11.6,5.0,11.0,5,0
B000254,OOT,Ontario,Employed,Debt consolidation,Rent,94574.44,24730.99,0.1448,696.0,0.1101,1,4,44.8,11.2,17.8,8,0
B000255,OOT,British Columbia,Employed,Auto,Mortgage,114895.27,32856.58,0.3917,730.0,0.179,1,2,47.1,3.6,50.8,2,0
B000256,Development,Ontario,Employed,Debt consolidation,Rent,114495.5,36518.98,0.5542,594.0,0.4204,1,0,52.8,3.8,75.0,6,0
B000257,Development,Ontario,Employed,Debt consolidation,Rent,80570.35,29263.1,0.0707,686.0,0.2147,0,4,32.2,6.7,49.5,5,0
B000258,OOT,Ontario,Part-time,Debt consolidation,Mortgage,48568.05,18072.41,0.3252,694.0,0.3387,1,2,15.9,12.1,3.0,6,0
B000259,Development,Ontario,Part-time,Personal,Rent,96865.44,25984.68,0.119,645.0,0.3963,2,3,58.0,4.9,194.0,9,0
B000260,OOT,British Columbia,Unemployed,Education,Mortgage,79050.8,31411.23,0.2893,579.0,0.0343,0,1,34.4,2.2,8.7,7,0
B000261,Development,Ontario,Self-employed,Personal,Rent,72205.05,49629.74,0.3926,758.0,0.6197,0,1,8.1,3.2,145.4,7,0
B000262,OOT,Ontario,Part-time,Auto,Rent,67928.65,12982.85,0.2386,707.0,0.8248,2,2,2.0,13.1,38.3,3,0
B000263,Development,Ontario,Employed,Debt consolidation,Own,78950.6,11932.3,0.3628,,0.151,0,4,6.7,3.3,26.0,15,0
B000264,OOT,Quebec,Part-time,Education,Mortgage,76769.51,23394.08,0.2497,587.0,0.1848,0,2,8.4,6.4,85.7,3,0
B000265,Development,Ontario,Self-employed,Auto,Own,96281.82,25416.84,0.355,575.0,0.3734,0,2,0.2,6.2,44.3,3,0
B000266,Development,British Columbia,Employed,Debt consolidation,Mortgage,64059.53,43029.28,0.3154,723.0,0.4451,1,2,6.5,5.3,39.6,2,0
B000267,Development,British Columbia,Employed,Auto,Rent,117770.66,32689.25,0.1096,703.0,0.3412,1,2,5.0,0.5,12.3,8,0
B000268,Development,Ontario,Employed,Debt consolidation,Mortgage,134467.52,44889.77,0.3894,677.0,0.7979,1,2,25.9,5.5,139.2,2,0
B000269,Development,British Columbia,Employed,Home improvement,Mortgage,110374.26,50807.38,0.3491,648.0,0.8496,4,2,75.8,5.1,49.3,5,0
B000270,Development,Ontario,Self-employed,Auto,Mortgage,99756.62,14621.88,0.1068,664.0,0.5075,1,2,2.6,0.0,3.0,8,0
B000271,OOT,Other,Employed,Personal,Rent,75222.29,33855.4,0.5152,627.0,0.3818,0,2,23.4,0.4,24.6,5,0
B000272,Development,Other,Self-employed,Personal,Rent,71652.35,19481.15,0.5878,850.0,0.5995,1,1,8.4,1.7,49.1,10,0
B000273,Development,Quebec,Part-time,Personal,Other,122946.88,14063.35,0.306,794.0,0.4254,0,3,14.5,1.2,8.3,2,0
B000274,Development,Ontario,Part-time,Debt consolidation,Mortgage,107643.59,27292.03,0.1513,850.0,0.0896,1,3,19.9,4.2,8.1,3,0
B000275,Development,Ontario,Employed,Debt consolidation,Mortgage,71560.68,23842.17,0.4403,774.0,0.3585,1,1,19.6,0.3,44.5,5,0
B000276,Development,British Columbia,Employed,Debt consolidation,Rent,103119.91,20448.07,0.1325,685.0,0.1944,0,4,30.2,6.6,86.2,7,0
B000277,Development,Ontario,Employed,Auto,Mortgage,104901.4,44146.97,0.4635,800.0,0.5747,0,1,10.0,5.6,14.9,4,0
B000278,OOT,Quebec,Part-time,Debt consolidation,Own,80975.61,33424.56,0.428,763.0,0.6039,0,4,24.3,16.9,27.6,5,0
B000279,Development,Ontario,Part-time,Debt consolidation,Rent,48659.59,31422.48,0.4197,699.0,0.6231,0,4,4.1,1.7,11.5,9,0
B000280,OOT,Quebec,Employed,Auto,Mortgage,99941.37,18472.11,0.1946,625.0,0.6129,1,3,16.5,2.6,54.3,6,0
B000281,Development,Quebec,Employed,Debt consolidation,Rent,57768.61,23179.53,0.4894,676.0,0.2169,0,2,32.1,1.9,113.0,8,0
B000282,Development,British Columbia,Employed,Home improvement,Rent,81512.51,18192.1,0.2533,662.0,0.6428,0,0,4.9,5.9,41.8,6,0
B000283,Development,Ontario,Employed,Home improvement,Mortgage,58133.56,22299.32,0.4142,667.0,0.6413,0,1,7.6,10.5,143.1,6,0
B000284,Development,Other,Unemployed,Personal,Mortgage,55425.06,20266.42,0.4098,649.0,0.3762,1,2,13.9,35.0,50.2,9,0
B000285,OOT,Ontario,Employed,Personal,Mortgage,83141.87,35584.35,0.3224,667.0,0.285,0,1,4.2,3.9,27.9,6,0
B000286,Development,Ontario,Part-time,Personal,Rent,62766.78,27768.5,0.2605,634.0,0.2094,4,3,11.3,3.1,150.7,8,0
B000287,Development,British Columbia,Self-employed,Personal,Rent,66869.54,13881.83,0.554,820.0,0.6961,0,2,1.6,0.7,82.2,7,0
B000288,Development,Alberta,Self-employed,Home improvement,Mortgage,51604.43,53832.39,0.346,677.0,0.4001,0,1,21.6,17.0,56.4,7,0
B000289,Development,Quebec,Employed,Personal,Own,90285.34,33052.63,0.6602,621.0,0.4132,2,1,31.3,3.3,21.3,6,0
B000290,Development,Ontario,Employed,Home improvement,Rent,74696.66,18199.61,0.2739,581.0,0.6734,0,1,2.1,9.4,8.4,3,0
B000291,Development,Quebec,Employed,Auto,Own,47323.39,38369.99,0.3881,710.0,0.4512,0,1,10.2,15.4,32.0,7,0
B000292,Development,Alberta,Employed,Home improvement,Mortgage,63940.6,40052.86,0.1842,666.0,0.4382,0,1,24.0,9.6,146.1,2,0
B000293,OOT,Alberta,Employed,Debt consolidation,Mortgage,89714.87,28098.91,0.3219,683.0,0.6017,1,1,6.2,2.0,11.3,11,0
B000294,OOT,British Columbia,Part-time,Personal,Rent,74492.28,42301.0,0.05,,0.4345,3,1,1.6,1.4,19.3,7,0
B000295,Development,Ontario,Employed,Auto,Mortgage,151461.99,14894.59,0.2744,658.0,0.0886,1,1,13.2,8.9,21.1,7,0
B000296,OOT,Quebec,Self-employed,Debt consolidation,Rent,60783.21,10676.41,0.2031,616.0,0.4117,1,5,17.1,1.4,11.4,10,0
B000297,Development,British Columbia,Self-employed,Debt consolidation,Rent,84458.84,21753.99,0.198,613.0,0.3697,1,2,15.8,8.3,20.7,11,0
B000298,Development,Quebec,Employed,Home improvement,Rent,44065.24,34319.0,0.1991,704.0,0.1312,2,2,1.5,0.7,67.6,8,0
B000299,OOT,Ontario,Part-time,Debt consolidation,Rent,138570.57,21851.61,0.2572,734.0,0.151,2,2,16.5,2.9,10.8,1,0
B000300,Development,British Columbia,Employed,Education,Own,113549.55,29534.6,0.2961,657.0,0.3176,0,1,4.2,2.6,34.4,6,0
B000301,Development,British Columbia,Employed,Education,Mortgage,86786.37,38622.29,0.1909,656.0,0.4483,2,2,0.4,3.1,81.6,12,0
B000302,OOT,British Columbia,Employed,Debt consolidation,Own,104420.86,13393.82,0.6189,670.0,0.1638,2,2,43.9,2.2,47.8,5,0
B000303,OOT,Ontario,Employed,Auto,Own,51778.63,22042.92,0.0951,644.0,0.3885,1,1,10.4,3.0,39.6,7,0
B000304,OOT,Ontario,Employed,Personal,Mortgage,127989.74,22046.64,0.2787,762.0,0.2701,2,1,8.5,2.4,3.8,4,0
B000305,Development,British Columbia,Employed,Auto,Rent,88646.55,43779.18,0.5512,787.0,0.6678,2,1,52.2,2.6,233.3,8,0
B000306,OOT,Ontario,Self-employed,Debt consolidation,Own,60736.02,50448.94,0.6327,658.0,0.3568,4,3,15.9,3.2,104.2,6,0
B000307,OOT,Other,Employed,Debt consolidation,Own,58217.69,12285.82,0.253,702.0,0.0945,0,2,23.1,7.5,36.6,5,0
B000308,OOT,Alberta,Unemployed,Home improvement,Own,88630.19,39630.26,0.05,621.0,0.6804,0,1,8.9,1.0,38.4,5,0
B000309,OOT,Ontario,Part-time,Debt consolidation,Rent,174940.73,42949.19,0.4294,512.0,0.2377,1,4,12.7,13.1,149.8,5,0
B000310,Development,Quebec,Employed,Debt consolidation,Rent,54727.23,16876.93,0.1808,743.0,0.286,0,1,15.5,9.9,21.1,9,0
B000311,OOT,Alberta,Employed,Debt consolidation,Own,54580.73,16454.24,0.1184,698.0,0.4215,0,0,11.0,5.4,59.2,7,0
B000312,Development,Ontario,Employed,Auto,Rent,59369.12,22588.85,0.553,689.0,0.867,3,2,8.8,2.1,63.2,6,0
B000313,Development,Alberta,Employed,Home improvement,Rent,97143.33,35426.13,0.5167,773.0,0.7546,1,3,0.5,3.5,53.8,6,0
B000314,Development,Ontario,Part-time,Home improvement,Rent,90264.28,15624.36,0.4065,738.0,0.7269,1,2,23.7,10.3,26.4,9,0
B000315,Development,Quebec,Employed,Auto,Own,120570.44,22581.9,0.3835,567.0,0.0307,1,1,2.1,2.9,42.0,10,0
B000316,Development,Ontario,Unemployed,Debt consolidation,Other,76227.81,12134.39,0.5237,757.0,0.1837,0,0,27.5,3.8,57.7,5,0
B000317,Development,Alberta,Part-time,Debt consolidation,Mortgage,63189.24,13903.87,0.1245,623.0,0.1834,1,2,7.4,0.9,3.0,8,0
B000318,Development,Ontario,Part-time,Home improvement,Mortgage,44012.25,17431.48,0.1007,513.0,0.3533,0,1,29.0,2.1,143.3,9,0
B000319,Development,Ontario,Unemployed,Debt consolidation,Mortgage,68567.81,22062.08,0.4039,684.0,0.4305,0,3,6.7,0.5,3.0,12,0
B000320,Development,British Columbia,Unemployed,Home improvement,Rent,72184.46,61145.05,0.2605,793.0,0.2546,2,1,20.2,5.1,20.0,7,0
B000321,OOT,Other,Employed,Personal,Own,127555.89,32571.09,0.2985,,0.259,1,2,4.0,,7.4,4,0
B000322,Development,Other,Employed,Debt consolidation,Mortgage,53708.3,25022.99,0.5791,663.0,0.3716,0,1,2.7,8.2,63.4,2,1
B000323,Development,Other,Employed,Home improvement,Rent,73251.24,32517.59,0.4405,644.0,0.2149,0,3,8.9,1.4,15.7,8,0
B000324,Development,Ontario,Unemployed,Debt consolidation,Own,74715.32,22333.87,0.4879,707.0,0.2748,1,1,17.7,,45.9,8,0
B000325,OOT,British Columbia,Employed,Auto,Own,75577.72,31797.79,0.5965,723.0,0.3431,0,0,3.5,0.5,4.5,4,0
B000326,Development,Other,Employed,Education,Mortgage,77262.04,55773.26,0.2612,620.0,0.4387,1,1,14.2,1.6,38.1,5,0
B000327,OOT,Ontario,Part-time,Debt consolidation,Mortgage,92934.82,24128.37,0.2367,627.0,0.7506,1,2,12.4,3.5,26.3,7,0
B000328,Development,Ontario,Unemployed,Home improvement,Rent,99245.97,20785.66,0.1825,564.0,0.5574,0,0,22.7,0.7,61.5,6,0
B000329,Development,Quebec,Self-employed,Auto,Mortgage,77538.12,18373.85,0.1674,622.0,0.4222,0,1,21.9,7.3,88.3,7,0
B000330,Development,Quebec,Self-employed,Education,Rent,69682.79,31376.09,0.2926,589.0,0.4989,0,1,13.8,0.4,98.1,10,0
B000331,Development,Ontario,Part-time,Auto,Mortgage,94785.49,33656.26,0.2964,683.0,0.2807,0,1,6.9,13.4,3.0,4,0
B000332,OOT,Alberta,Self-employed,Home improvement,Rent,46822.52,18804.32,0.3973,750.0,0.7659,0,1,50.4,0.1,107.7,9,0
B000333,Development,Quebec,Employed,Auto,Mortgage,76410.49,26014.3,0.4107,679.0,0.1676,0,2,62.2,3.6,5.0,5,0
B000334,OOT,Quebec,Employed,Debt consolidation,Mortgage,69679.48,33298.01,0.1974,667.0,0.4921,0,2,34.6,6.6,11.8,8,0
B000335,Development,British Columbia,Employed,Education,Mortgage,123862.63,33313.6,0.097,747.0,0.7338,1,2,12.4,3.6,18.9,3,0
B000336,OOT,British Columbia,Part-time,Debt consolidation,Mortgage,117835.62,23255.33,0.2179,681.0,0.5253,1,1,7.7,1.1,83.5,3,0
B000337,Development,Other,Employed,Debt consolidation,Mortgage,47293.83,24505.64,0.1848,663.0,0.3598,1,1,24.1,3.7,255.1,4,0
B000338,OOT,Quebec,Employed,Auto,Mortgage,77489.03,35932.82,0.396,756.0,0.2961,1,1,12.8,0.2,23.8,5,0
B000339,Development,Other,Employed,Auto,Rent,55764.12,20385.88,0.1555,648.0,0.0624,1,2,3.6,7.3,24.7,2,0
B000340,Development,Ontario,Part-time,Auto,Rent,80994.22,29887.61,0.1398,695.0,0.6971,0,0,21.3,0.2,6.2,8,0
B000341,Development,Ontario,Part-time,Debt consolidation,Mortgage,95146.24,23653.52,0.1485,647.0,0.34,0,0,3.7,1.8,9.4,6,0
B000342,Development,British Columbia,Part-time,Personal,Mortgage,62027.56,35869.22,0.3407,576.0,0.5192,1,2,88.6,8.2,68.6,2,0
B000343,OOT,Quebec,Part-time,Home improvement,Mortgage,72795.12,22332.52,0.6014,760.0,0.5281,0,1,36.7,3.3,36.9,7,0
B000344,OOT,Quebec,Part-time,Debt consolidation,Mortgage,85801.92,46820.1,0.5406,625.0,0.1993,0,4,35.1,8.8,55.7,7,0
B000345,Development,Ontario,Employed,Education,Mortgage,64314.63,28308.5,0.2124,777.0,0.6473,1,2,13.9,10.6,49.3,7,0
B000346,Development,Ontario,Self-employed,Auto,Rent,56697.83,31984.82,0.361,827.0,0.2937,2,1,31.7,16.1,14.9,7,0
B000347,Development,Quebec,Employed,Debt consolidation,Other,49037.2,15986.38,0.2342,722.0,0.425,1,2,27.0,4.1,19.6,6,1
B000348,Development,British Columbia,Employed,Debt consolidation,Rent,128816.74,17371.26,0.1688,718.0,0.1503,1,2,0.3,18.8,3.0,7,0
B000349,OOT,Quebec,Employed,Home improvement,Mortgage,84431.59,27325.72,0.3814,595.0,0.1349,0,1,5.7,5.1,3.0,6,1
B000350,Development,Ontario,Self-employed,Auto,Other,70009.65,13176.74,0.2364,677.0,0.53,0,1,35.2,9.4,21.1,9,0
B000351,Development,British Columbia,Employed,Auto,Mortgage,87445.38,27786.61,0.532,813.0,0.7404,0,0,42.0,9.0,94.1,8,0
B000352,Development,Alberta,Employed,Home improvement,Rent,96717.28,36382.7,0.4237,667.0,0.8042,0,3,5.2,1.6,43.4,7,1
B000353,Development,Alberta,Employed,Auto,Own,136249.06,23542.52,0.2551,645.0,0.3946,1,0,14.8,1.5,28.5,4,0
B000354,Development,Ontario,Self-employed,Debt consolidation,Mortgage,71017.94,16376.75,0.3769,771.0,0.516,2,0,34.3,4.9,162.1,7,0
B000355,Development,Ontario,Employed,Education,Mortgage,141700.72,25371.94,0.2901,767.0,0.4392,0,0,24.9,8.4,51.8,5,0
B000356,Development,Ontario,Unemployed,Debt consolidation,Mortgage,168570.07,19226.41,0.1061,792.0,0.0636,0,3,5.1,0.6,13.8,7,0
B000357,Development,Ontario,Employed,Education,Rent,95952.09,38788.32,0.5152,672.0,0.6086,0,2,1.7,4.7,151.4,8,0
B000358,OOT,Ontario,Employed,Home improvement,Mortgage,85519.6,11771.81,0.3839,687.0,0.5669,1,4,7.8,0.8,18.5,6,0
B000359,Development,Ontario,Employed,Debt consolidation,Mortgage,92796.14,11072.68,0.4907,671.0,0.5421,1,1,13.5,2.4,15.5,6,0
B000360,OOT,Ontario,Employed,Auto,Other,99856.52,40513.79,0.2475,719.0,0.1239,2,2,5.2,2.6,111.5,13,0
B000361,Development,Ontario,Employed,Home improvement,Own,85038.08,29408.55,0.3562,711.0,0.2773,0,2,13.8,0.2,91.2,7,0
B000362,Development,Ontario,Employed,Personal,Rent,80291.4,19968.41,0.21,774.0,0.7572,3,5,17.6,2.5,123.3,6,0
B000363,Development,Alberta,Employed,Debt consolidation,Rent,53944.39,56290.61,0.0576,690.0,0.7154,1,1,12.3,3.7,7.1,5,0
B000364,Development,Alberta,Employed,Debt consolidation,Own,88593.87,22880.74,0.2484,717.0,0.1978,0,1,4.4,6.4,54.4,4,0
B000365,Development,Ontario,Employed,Education,Mortgage,85615.92,24720.5,0.619,683.0,0.4452,0,2,4.0,0.6,130.7,9,1
B000366,Development,Other,Employed,Home improvement,Rent,62510.74,20755.4,0.3767,607.0,0.5134,0,0,0.9,1.0,40.3,4,0
B000367,Development,Quebec,Self-employed,Education,Mortgage,37356.42,16148.95,0.0808,740.0,0.2413,0,3,20.6,2.5,7.6,4,0
B000368,Development,British Columbia,Part-time,Debt consolidation,Rent,69970.28,26359.38,0.0803,771.0,0.0689,1,4,26.7,1.1,22.9,10,0
B000369,Development,Ontario,Employed,Debt consolidation,Mortgage,71716.55,24821.97,0.2734,707.0,0.1038,0,0,20.7,8.3,12.4,3,0
B000370,OOT,Quebec,Part-time,Personal,Mortgage,56109.46,40978.96,0.1858,575.0,0.1923,2,4,5.2,8.1,7.7,6,0
B000371,OOT,Ontario,Employed,Auto,Own,73017.76,20803.65,0.2121,606.0,0.7025,1,0,0.8,7.0,4.9,6,0
B000372,Development,Quebec,Part-time,Home improvement,Rent,47555.91,21642.04,0.2024,691.0,0.2014,0,0,31.9,0.1,19.8,6,0
B000373,Development,Alberta,Employed,Home improvement,Own,40730.88,27018.86,0.4749,759.0,0.0971,2,1,10.9,1.4,3.0,6,0
B000374,Development,Other,Employed,Debt consolidation,Mortgage,50545.66,28186.74,0.4061,709.0,0.3138,1,5,5.8,3.4,3.6,9,0
B000375,Development,British Columbia,Employed,Auto,Rent,78899.33,20255.08,0.0998,616.0,0.1177,1,3,42.3,10.4,9.7,5,0
B000376,OOT,Alberta,Employed,Education,Rent,53645.45,17373.75,0.4212,694.0,0.4431,0,1,25.8,2.8,34.7,5,0
B000377,Development,British Columbia,Employed,Personal,Mortgage,64986.31,44474.42,0.6915,677.0,0.0919,1,1,2.9,3.7,25.6,4,0
B000378,OOT,Quebec,Employed,Debt consolidation,Rent,53147.18,20741.82,0.4384,763.0,0.7132,0,0,14.9,15.9,95.4,4,0
B000379,Development,British Columbia,Employed,Home improvement,Rent,101945.91,21063.97,0.3036,742.0,0.1195,1,3,22.2,0.4,56.2,4,0
B000380,Development,Ontario,Employed,Auto,Rent,59652.11,14060.4,0.1199,795.0,0.3735,2,3,73.9,5.6,93.7,11,0
B000381,Development,Ontario,Employed,Home improvement,Rent,53759.77,13850.03,0.1651,638.0,0.5919,1,2,68.3,0.2,90.0,5,0
B000382,OOT,Ontario,Part-time,Auto,Mortgage,75536.89,18779.25,0.3937,712.0,0.4927,0,3,9.8,0.8,36.1,5,0
B000383,OOT,Other,Employed,Personal,Mortgage,27632.1,41356.66,0.3089,728.0,0.6179,1,4,17.6,0.1,30.7,4,0
B000384,OOT,Ontario,Part-time,Personal,Rent,91290.93,64764.37,0.3208,622.0,0.2441,0,2,17.7,0.3,55.4,4,0
B000385,Development,Quebec,Employed,Debt consolidation,Rent,70637.23,24699.69,0.3427,664.0,0.2061,1,3,50.9,2.8,6.4,6,0
B000386,Development,Quebec,Self-employed,Auto,Rent,41509.23,48200.64,0.3133,566.0,0.2248,0,2,19.4,3.7,31.0,3,0
